@relation elecDS
@attribute date numeric
@attribute day {'1','2','3','4','5','6','7'}
@attribute period numeric
@attribute nswprice numeric
@attribute nswdemand numeric
@attribute class {'DOWN','UP'}
@data
0.424981,'7',0.87234,0.056923,0.264653,'DOWN'
0.424981,'7',0.893617,0.066981,0.272835,'UP'
0.424981,'7',0.914894,0.066981,0.272092,'UP'
0.424981,'7',0.93617,0.058394,0.282803,'DOWN'
0.424981,'7',0.957447,0.077789,0.263314,'UP'
0.424981,'7',0.978723,0.077789,0.25781,'UP'
0.424981,'7',1,0.072895,0.225974,'UP'
0.425025,'1',0,0.056923,0.215858,'DOWN'
0.425025,'1',0.021277,0.055242,0.172121,'DOWN'
0.425025,'1',0.042553,0.055242,0.136715,'DOWN'
0.425025,'1',0.06383,0.055242,0.114996,'DOWN'
0.425025,'1',0.085106,0.055242,0.098185,'DOWN'
0.425025,'1',0.106383,0.055242,0.090598,'DOWN'
0.425025,'1',0.12766,0.066981,0.083606,'UP'
0.425025,'1',0.148936,0.072895,0.089408,'UP'
0.425025,'1',0.170213,0.055242,0.11202,'DOWN'
0.425025,'1',0.191489,0.06584,0.140286,'DOWN'
0.425025,'1',0.212766,0.058394,0.196965,'DOWN'
0.425025,'1',0.234043,0.058394,0.269711,'DOWN'
0.425025,'1',0.255319,0.06584,0.27224,'DOWN'
0.425025,'1',0.276596,0.058394,0.333978,'DOWN'
0.425025,'1',0.297872,0.075868,0.349598,'UP'
0.425025,'1',0.319149,0.083343,0.411782,'UP'
0.425025,'1',0.340426,0.095473,0.455519,'UP'
0.425025,'1',0.361702,0.083343,0.472925,'UP'
0.425025,'1',0.382979,0.083343,0.479173,'UP'
0.425025,'1',0.404255,0.075868,0.469057,'UP'
0.425025,'1',0.425532,0.075868,0.460577,'UP'
0.425025,'1',0.446809,0.06584,0.463553,'DOWN'
0.425025,'1',0.468085,0.075868,0.458792,'UP'
0.425025,'1',0.489362,0.075868,0.46504,'UP'
0.425025,'1',0.510638,0.075868,0.467718,'UP'
0.425025,'1',0.531915,0.075868,0.460577,'UP'
0.425025,'1',0.553191,0.075868,0.452246,'UP'
0.425025,'1',0.574468,0.06584,0.448527,'DOWN'
0.425025,'1',0.595745,0.06584,0.445701,'DOWN'
0.425025,'1',0.617021,0.06584,0.449122,'DOWN'
0.425025,'1',0.638298,0.081302,0.446445,'UP'
0.425025,'1',0.659574,0.058394,0.44704,'DOWN'
0.425025,'1',0.680851,0.062838,0.43856,'DOWN'
0.425025,'1',0.702128,0.058394,0.431419,'DOWN'
0.425025,'1',0.723404,0.06584,0.404046,'DOWN'
0.425025,'1',0.744681,0.058394,0.383666,'DOWN'
0.425025,'1',0.765957,0.058394,0.353615,'DOWN'
0.425025,'1',0.787234,0.058394,0.340375,'DOWN'
0.425025,'1',0.808511,0.06584,0.34454,'DOWN'
0.425025,'1',0.829787,0.06584,0.367004,'DOWN'
0.425025,'1',0.851064,0.083343,0.347813,'UP'
0.425025,'1',0.87234,0.06584,0.325498,'DOWN'
0.425025,'1',0.893617,0.083343,0.359566,'UP'
0.425025,'1',0.914894,0.088477,0.37474,'UP'
0.425025,'1',0.93617,0.083343,0.399732,'UP'
0.425025,'1',0.957447,0.06584,0.401815,'DOWN'
0.425025,'1',0.978723,0.075868,0.390955,'UP'
0.425025,'1',1,0.083343,0.373401,'UP'
0.42507,'2',0,0.083343,0.346623,'UP'
0.42507,'2',0.021277,0.075868,0.28429,'UP'
0.42507,'2',0.042553,0.071694,0.225082,'UP'
0.42507,'2',0.06383,0.058394,0.188486,'DOWN'
0.42507,'2',0.085106,0.071694,0.151294,'UP'
0.42507,'2',0.106383,0.058394,0.129277,'DOWN'
0.42507,'2',0.12766,0.055242,0.121095,'DOWN'
0.42507,'2',0.148936,0.058394,0.125855,'DOWN'
0.42507,'2',0.170213,0.058394,0.138649,'DOWN'
0.42507,'2',0.191489,0.058394,0.170039,'DOWN'
0.42507,'2',0.212766,0.077519,0.22895,'UP'
0.42507,'2',0.234043,0.067341,0.295448,'DOWN'
0.42507,'2',0.255319,0.060706,0.29753,'DOWN'
0.42507,'2',0.276596,0.058394,0.354805,'DOWN'
0.42507,'2',0.297872,0.069893,0.378905,'DOWN'
0.42507,'2',0.319149,0.062838,0.406724,'DOWN'
0.42507,'2',0.340426,0.067341,0.47233,'DOWN'
0.42507,'2',0.361702,0.069893,0.496727,'UP'
0.42507,'2',0.382979,0.069893,0.477388,'UP'
0.42507,'2',0.404255,0.062838,0.471437,'DOWN'
0.42507,'2',0.425532,0.067341,0.501636,'DOWN'
0.42507,'2',0.446809,0.066531,0.511604,'DOWN'
0.42507,'2',0.468085,0.069893,0.510562,'UP'
0.42507,'2',0.489362,0.069893,0.501041,'UP'
0.42507,'2',0.510638,0.069893,0.504314,'UP'
0.42507,'2',0.531915,0.080341,0.494198,'UP'
0.42507,'2',0.553191,0.080341,0.488694,'UP'
0.42507,'2',0.574468,0.069893,0.488099,'UP'
0.42507,'2',0.595745,0.069893,0.48557,'UP'
0.42507,'2',0.617021,0.067341,0.488099,'DOWN'
0.42507,'2',0.638298,0.067341,0.488991,'DOWN'
0.42507,'2',0.659574,0.069893,0.485867,'UP'
0.42507,'2',0.680851,0.067341,0.474264,'DOWN'
0.42507,'2',0.702128,0.069893,0.45909,'UP'
0.42507,'2',0.723404,0.069893,0.428593,'UP'
0.42507,'2',0.744681,0.080341,0.409104,'UP'
0.42507,'2',0.765957,0.080341,0.381732,'UP'
0.42507,'2',0.787234,0.080341,0.384112,'UP'
0.42507,'2',0.808511,0.090609,0.394228,'UP'
0.42507,'2',0.829787,0.090609,0.409699,'UP'
0.42507,'2',0.851064,0.090609,0.394972,'UP'
0.42507,'2',0.87234,0.090609,0.3615,'UP'
0.42507,'2',0.893617,0.090609,0.384409,'UP'
0.42507,'2',0.914894,0.101297,0.40003,'UP'
0.42507,'2',0.93617,0.080341,0.417733,'UP'
0.42507,'2',0.957447,0.089378,0.416989,'UP'
0.42507,'2',0.978723,0.080341,0.408956,'UP'
0.42507,'2',1,0.080341,0.381137,'UP'
0.425114,'3',0,0.080341,0.353169,'UP'
0.425114,'3',0.021277,0.069893,0.284142,'DOWN'
0.425114,'3',0.042553,0.058394,0.227016,'DOWN'
0.425114,'3',0.06383,0.058394,0.189229,'DOWN'
0.425114,'3',0.085106,0.058394,0.154418,'DOWN'
0.425114,'3',0.106383,0.056923,0.133591,'DOWN'
0.425114,'3',0.12766,0.058394,0.124814,'DOWN'
0.425114,'3',0.148936,0.069893,0.121988,'DOWN'
0.425114,'3',0.170213,0.062748,0.136715,'DOWN'
0.425114,'3',0.191489,0.069563,0.164534,'DOWN'
0.425114,'3',0.212766,0.062748,0.228355,'DOWN'
0.425114,'3',0.234043,0.058394,0.289943,'DOWN'
0.425114,'3',0.255319,0.058394,0.297233,'DOWN'
0.425114,'3',0.276596,0.058394,0.359714,'DOWN'
0.425114,'3',0.297872,0.069563,0.394377,'DOWN'
0.425114,'3',0.319149,0.069563,0.422791,'DOWN'
0.425114,'3',0.340426,0.073316,0.480363,'UP'
0.425114,'3',0.361702,0.069563,0.500298,'DOWN'
0.425114,'3',0.382979,0.062838,0.501934,'DOWN'
0.425114,'3',0.404255,0.062838,0.499702,'DOWN'
0.425114,'3',0.425532,0.062838,0.497471,'DOWN'
0.425114,'3',0.446809,0.089678,0.50119,'UP'
0.425114,'3',0.468085,0.083794,0.501041,'UP'
0.425114,'3',0.489362,0.083794,0.506248,'UP'
0.425114,'3',0.510638,0.083794,0.508926,'UP'
0.425114,'3',0.531915,0.094272,0.513835,'UP'
0.425114,'3',0.553191,0.094272,0.511604,'UP'
0.425114,'3',0.574468,0.083794,0.509819,'UP'
0.425114,'3',0.595745,0.115228,0.50476,'UP'
0.425114,'3',0.617021,0.115228,0.49881,'UP'
0.425114,'3',0.638298,0.115228,0.495388,'UP'
0.425114,'3',0.659574,0.115228,0.495983,'UP'
0.425114,'3',0.680851,0.10475,0.481256,'UP'
0.425114,'3',0.702128,0.075417,0.468462,'DOWN'
0.425114,'3',0.723404,0.062748,0.439304,'DOWN'
0.425114,'3',0.744681,0.055242,0.416691,'DOWN'
0.425114,'3',0.765957,0.058394,0.384856,'DOWN'
0.425114,'3',0.787234,0.062748,0.370723,'DOWN'
0.425114,'3',0.808511,0.073316,0.377715,'DOWN'
0.425114,'3',0.829787,0.073316,0.388277,'DOWN'
0.425114,'3',0.851064,0.083794,0.370574,'UP'
0.425114,'3',0.87234,0.073316,0.337102,'DOWN'
0.425114,'3',0.893617,0.083794,0.369979,'UP'
0.425114,'3',0.914894,0.083794,0.380095,'UP'
0.425114,'3',0.93617,0.073316,0.407766,'DOWN'
0.425114,'3',0.957447,0.073316,0.403303,'DOWN'
0.425114,'3',0.978723,0.073316,0.39036,'DOWN'
0.425114,'3',1,0.083794,0.367896,'UP'
0.425158,'4',0,0.073316,0.336953,'DOWN'
0.425158,'4',0.021277,0.058394,0.272389,'DOWN'
0.425158,'4',0.042553,0.058394,0.223297,'DOWN'
0.425158,'4',0.06383,0.058394,0.17956,'DOWN'
0.425158,'4',0.085106,0.056923,0.146683,'DOWN'
0.425158,'4',0.106383,0.055242,0.131211,'DOWN'
0.425158,'4',0.12766,0.055242,0.117227,'DOWN'
0.425158,'4',0.148936,0.055242,0.121392,'DOWN'
0.425158,'4',0.170213,0.056923,0.138203,'DOWN'
0.425158,'4',0.191489,0.056923,0.168997,'DOWN'
0.425158,'4',0.212766,0.058394,0.229247,'DOWN'
0.425158,'4',0.234043,0.058394,0.292175,'DOWN'
0.425158,'4',0.255319,0.058394,0.305118,'DOWN'
0.425158,'4',0.276596,0.058394,0.371913,'DOWN'
0.425158,'4',0.297872,0.062748,0.412526,'DOWN'
0.425158,'4',0.319149,0.062838,0.457007,'DOWN'
0.425158,'4',0.340426,0.062838,0.526183,'DOWN'
0.425158,'4',0.361702,0.062838,0.553407,'DOWN'
0.425158,'4',0.382979,0.062838,0.559357,'DOWN'
0.425158,'4',0.404255,0.062748,0.553407,'DOWN'
0.425158,'4',0.425532,0.062838,0.548795,'DOWN'
0.425158,'4',0.446809,0.062838,0.558465,'DOWN'
0.425158,'4',0.468085,0.062838,0.564267,'DOWN'
0.425158,'4',0.489362,0.062838,0.559952,'DOWN'
0.425158,'4',0.510638,0.062838,0.551324,'DOWN'
0.425158,'4',0.531915,0.062748,0.53853,'DOWN'
0.425158,'4',0.553191,0.062838,0.529604,'DOWN'
0.425158,'4',0.574468,0.062838,0.522761,'DOWN'
0.425158,'4',0.595745,0.060796,0.50967,'DOWN'
0.425158,'4',0.617021,0.060796,0.50119,'DOWN'
0.425158,'4',0.638298,0.060796,0.489586,'DOWN'
0.425158,'4',0.659574,0.058394,0.484231,'DOWN'
0.425158,'4',0.680851,0.058394,0.477239,'DOWN'
0.425158,'4',0.702128,0.058394,0.472478,'DOWN'
0.425158,'4',0.723404,0.058394,0.445701,'DOWN'
0.425158,'4',0.744681,0.058394,0.42889,'DOWN'
0.425158,'4',0.765957,0.060796,0.41327,'DOWN'
0.425158,'4',0.787234,0.058394,0.397203,'DOWN'
0.425158,'4',0.808511,0.060796,0.38917,'DOWN'
0.425158,'4',0.829787,0.058394,0.388872,'DOWN'
0.425158,'4',0.851064,0.058394,0.363434,'DOWN'
0.425158,'4',0.87234,0.058394,0.334127,'DOWN'
0.425158,'4',0.893617,0.060796,0.372954,'DOWN'
0.425158,'4',0.914894,0.060796,0.389467,'DOWN'
0.425158,'4',0.93617,0.060796,0.403898,'DOWN'
0.425158,'4',0.957447,0.058394,0.404046,'DOWN'
0.425158,'4',0.978723,0.058394,0.389467,'DOWN'
0.425158,'4',1,0.062838,0.36269,'UP'
0.425202,'5',0,0.058394,0.334276,'DOWN'
0.425202,'5',0.021277,0.062748,0.273877,'UP'
0.425202,'5',0.042553,0.062748,0.215412,'UP'
0.425202,'5',0.06383,0.075958,0.184171,'UP'
0.425202,'5',0.085106,0.075958,0.150848,'UP'
0.425202,'5',0.106383,0.074787,0.130913,'UP'
0.425202,'5',0.12766,0.074787,0.125112,'UP'
0.425202,'5',0.148936,0.058394,0.132699,'DOWN'
0.425202,'5',0.170213,0.058394,0.1446,'DOWN'
0.425202,'5',0.191489,0.073856,0.181642,'UP'
0.425202,'5',0.212766,0.073856,0.246504,'UP'
0.425202,'5',0.234043,0.076618,0.306605,'UP'
0.425202,'5',0.255319,0.058394,0.326093,'DOWN'
0.425202,'5',0.276596,0.058394,0.381583,'DOWN'
0.425202,'5',0.297872,0.076888,0.405534,'UP'
0.425202,'5',0.319149,0.079921,0.434543,'UP'
0.425202,'5',0.340426,0.062748,0.482446,'DOWN'
0.425202,'5',0.361702,0.076618,0.50357,'UP'
0.425202,'5',0.382979,0.062748,0.506397,'DOWN'
0.425202,'5',0.404255,0.062748,0.491372,'DOWN'
0.425202,'5',0.425532,0.062748,0.49643,'DOWN'
0.425202,'5',0.446809,0.062748,0.492562,'DOWN'
0.425202,'5',0.468085,0.062387,0.485719,'DOWN'
0.425202,'5',0.489362,0.062387,0.479917,'DOWN'
0.425202,'5',0.510638,0.060376,0.479322,'DOWN'
0.425202,'5',0.531915,0.060376,0.474115,'DOWN'
0.425202,'5',0.553191,0.060376,0.463255,'DOWN'
0.425202,'5',0.574468,0.060376,0.455817,'DOWN'
0.425202,'5',0.595745,0.060376,0.446296,'DOWN'
0.425202,'5',0.617021,0.060376,0.445254,'DOWN'
0.425202,'5',0.638298,0.060376,0.439899,'DOWN'
0.425202,'5',0.659574,0.062387,0.438709,'DOWN'
0.425202,'5',0.680851,0.062387,0.429783,'DOWN'
0.425202,'5',0.702128,0.062748,0.419072,'DOWN'
0.425202,'5',0.723404,0.076618,0.394674,'UP'
0.425202,'5',0.744681,0.076618,0.386641,'UP'
0.425202,'5',0.765957,0.062748,0.370425,'DOWN'
0.425202,'5',0.787234,0.076618,0.363434,'UP'
0.425202,'5',0.808511,0.076618,0.361351,'UP'
0.425202,'5',0.829787,0.062748,0.370128,'DOWN'
0.425202,'5',0.851064,0.058394,0.351384,'DOWN'
0.425202,'5',0.87234,0.062748,0.324159,'DOWN'
0.425202,'5',0.893617,0.079921,0.351532,'UP'
0.425202,'5',0.914894,0.076618,0.374888,'UP'
0.425202,'5',0.93617,0.076618,0.406575,'UP'
0.425202,'5',0.957447,0.076618,0.407319,'UP'
0.425202,'5',0.978723,0.076618,0.396459,'UP'
0.425202,'5',1,0.062748,0.371467,'DOWN'
0.425247,'6',0,0.076888,0.341267,'UP'
0.425247,'6',0.021277,0.073946,0.275811,'UP'
0.425247,'6',0.042553,0.073946,0.216453,'UP'
0.425247,'6',0.06383,0.076618,0.177477,'UP'
0.425247,'6',0.085106,0.073946,0.137162,'UP'
0.425247,'6',0.106383,0.062748,0.119756,'DOWN'
0.425247,'6',0.12766,0.062748,0.099524,'DOWN'
0.425247,'6',0.148936,0.062748,0.098631,'DOWN'
0.425247,'6',0.170213,0.070163,0.104284,'UP'
0.425247,'6',0.191489,0.073256,0.112467,'UP'
0.425247,'6',0.212766,0.073256,0.129128,'UP'
0.425247,'6',0.234043,0.062327,0.151741,'DOWN'
0.425247,'6',0.255319,0.074727,0.186998,'UP'
0.425247,'6',0.276596,0.07866,0.243082,'UP'
0.425247,'6',0.297872,0.080611,0.297977,'UP'
0.425247,'6',0.319149,0.083584,0.339631,'UP'
0.425247,'6',0.340426,0.087787,0.381285,'UP'
0.425247,'6',0.361702,0.083584,0.401666,'UP'
0.425247,'6',0.382979,0.083584,0.399435,'UP'
0.425247,'6',0.404255,0.080611,0.389021,'UP'
0.425247,'6',0.425532,0.083584,0.380542,'UP'
0.425247,'6',0.446809,0.074727,0.371021,'UP'
0.425247,'6',0.468085,0.083584,0.360309,'UP'
0.425247,'6',0.489362,0.074727,0.347516,'UP'
0.425247,'6',0.510638,0.073256,0.340524,'UP'
0.425247,'6',0.531915,0.074727,0.325647,'UP'
0.425247,'6',0.553191,0.074727,0.315382,'UP'
0.425247,'6',0.574468,0.073256,0.304522,'UP'
0.425247,'6',0.595745,0.073256,0.299911,'UP'
0.425247,'6',0.617021,0.073256,0.298423,'UP'
0.425247,'6',0.638298,0.074727,0.299018,'UP'
0.425247,'6',0.659574,0.073256,0.307051,'DOWN'
0.425247,'6',0.680851,0.074727,0.295299,'UP'
0.425247,'6',0.702128,0.073256,0.313746,'DOWN'
0.425247,'6',0.723404,0.074727,0.324159,'UP'
0.425247,'6',0.744681,0.073256,0.317911,'DOWN'
0.425247,'6',0.765957,0.073256,0.308539,'DOWN'
0.425247,'6',0.787234,0.073256,0.29634,'DOWN'
0.425247,'6',0.808511,0.074727,0.30125,'UP'
0.425247,'6',0.829787,0.074727,0.320292,'UP'
0.425247,'6',0.851064,0.074727,0.308985,'UP'
0.425247,'6',0.87234,0.073256,0.284588,'DOWN'
0.425247,'6',0.893617,0.073256,0.296043,'DOWN'
0.425247,'6',0.914894,0.080611,0.301993,'UP'
0.425247,'6',0.93617,0.074727,0.313448,'DOWN'
0.425247,'6',0.957447,0.07866,0.297828,'UP'
0.425247,'6',0.978723,0.073256,0.274769,'DOWN'
0.425247,'6',1,0.073256,0.235793,'DOWN'
0.425291,'7',0,0.062327,0.221958,'DOWN'
0.425291,'7',0.021277,0.070163,0.17465,'DOWN'
0.425291,'7',0.042553,0.070163,0.132996,'DOWN'
0.425291,'7',0.06383,0.070163,0.101309,'DOWN'
0.425291,'7',0.085106,0.070163,0.084796,'DOWN'
0.425291,'7',0.106383,0.073256,0.066498,'DOWN'
0.425291,'7',0.12766,0.070163,0.060547,'DOWN'
0.425291,'7',0.148936,0.062327,0.053704,'DOWN'
0.425291,'7',0.170213,0.055242,0.058167,'DOWN'
0.425291,'7',0.191489,0.071394,0.064713,'DOWN'
0.425291,'7',0.212766,0.071394,0.067837,'DOWN'
0.425291,'7',0.234043,0.067131,0.08435,'DOWN'
0.425291,'7',0.255319,0.073826,0.100863,'DOWN'
0.425291,'7',0.276596,0.073826,0.138798,'DOWN'
0.425291,'7',0.297872,0.075237,0.185361,'UP'
0.425291,'7',0.319149,0.075237,0.235942,'UP'
0.425291,'7',0.340426,0.07866,0.285332,'UP'
0.425291,'7',0.361702,0.080611,0.311812,'UP'
0.425291,'7',0.382979,0.073826,0.321779,'UP'
0.425291,'7',0.404255,0.073826,0.325796,'UP'
0.425291,'7',0.425532,0.073826,0.329515,'UP'
0.425291,'7',0.446809,0.082323,0.327284,'UP'
0.425291,'7',0.468085,0.075237,0.322821,'UP'
0.425291,'7',0.489362,0.080611,0.319845,'UP'
0.425291,'7',0.510638,0.080611,0.310027,'UP'
0.425291,'7',0.531915,0.074306,0.296489,'UP'
0.425291,'7',0.553191,0.075237,0.286819,'UP'
0.425291,'7',0.574468,0.082323,0.281613,'UP'
0.425291,'7',0.595745,0.075237,0.285183,'UP'
0.425291,'7',0.617021,0.082323,0.290687,'UP'
0.425291,'7',0.638298,0.082323,0.290241,'UP'
0.425291,'7',0.659574,0.075237,0.297084,'UP'
0.425291,'7',0.680851,0.082323,0.296489,'UP'
0.425291,'7',0.702128,0.082323,0.314192,'UP'
0.425291,'7',0.723404,0.080611,0.321184,'UP'
0.425291,'7',0.744681,0.080611,0.325945,'UP'
0.425291,'7',0.765957,0.082323,0.315829,'UP'
0.425291,'7',0.787234,0.080611,0.314192,'UP'
0.425291,'7',0.808511,0.082323,0.324457,'UP'
0.425291,'7',0.829787,0.075237,0.359863,'UP'
0.425291,'7',0.851064,0.090819,0.346772,'UP'
0.425291,'7',0.87234,0.075237,0.314787,'DOWN'
0.425291,'7',0.893617,0.075237,0.324457,'DOWN'
0.425291,'7',0.914894,0.080611,0.324606,'UP'
0.425291,'7',0.93617,0.080611,0.331449,'UP'
0.425291,'7',0.957447,0.07866,0.303779,'UP'
0.425291,'7',0.978723,0.075237,0.286968,'DOWN'
0.425291,'7',1,0.07866,0.244421,'UP'
0.425335,'1',0,0.058394,0.237876,'DOWN'
0.425335,'1',0.021277,0.058394,0.191163,'DOWN'
0.425335,'1',0.042553,0.058394,0.16022,'DOWN'
0.425335,'1',0.06383,0.067131,0.134186,'DOWN'
0.425335,'1',0.085106,0.071394,0.1205,'DOWN'
0.425335,'1',0.106383,0.071394,0.105028,'DOWN'
0.425335,'1',0.12766,0.067131,0.108599,'DOWN'
0.425335,'1',0.148936,0.073826,0.114549,'DOWN'
0.425335,'1',0.170213,0.072715,0.13612,'DOWN'
0.425335,'1',0.191489,0.071454,0.170634,'DOWN'
0.425335,'1',0.212766,0.076888,0.231181,'UP'
0.425335,'1',0.234043,0.072715,0.295299,'DOWN'
0.425335,'1',0.255319,0.062297,0.319101,'DOWN'
0.425335,'1',0.276596,0.062297,0.377417,'DOWN'
0.425335,'1',0.297872,0.093821,0.415353,'UP'
0.425335,'1',0.319149,0.093821,0.459685,'UP'
0.425335,'1',0.340426,0.087667,0.525588,'UP'
0.425335,'1',0.361702,0.106461,0.552812,'UP'
0.425335,'1',0.382979,0.093821,0.564118,'UP'
0.425335,'1',0.404255,0.084935,0.562481,'UP'
0.425335,'1',0.425532,0.084935,0.563374,'UP'
0.425335,'1',0.446809,0.093821,0.573639,'UP'
0.425335,'1',0.468085,0.093821,0.572597,'UP'
0.425335,'1',0.489362,0.093821,0.576763,'UP'
0.425335,'1',0.510638,0.087667,0.584201,'UP'
0.425335,'1',0.531915,0.093821,0.583457,'UP'
0.425335,'1',0.553191,0.084935,0.586879,'UP'
0.425335,'1',0.574468,0.093821,0.590003,'UP'
0.425335,'1',0.595745,0.093821,0.589705,'UP'
0.425335,'1',0.617021,0.093821,0.593127,'UP'
0.425335,'1',0.638298,0.102738,0.599821,'UP'
0.425335,'1',0.659574,0.108082,0.601904,'UP'
0.425335,'1',0.680851,0.102738,0.584201,'UP'
0.425335,'1',0.702128,0.102738,0.567986,'UP'
0.425335,'1',0.723404,0.100276,0.529604,'UP'
0.425335,'1',0.744681,0.087667,0.502083,'UP'
0.425335,'1',0.765957,0.093821,0.466528,'UP'
0.425335,'1',0.787234,0.093821,0.439453,'UP'
0.425335,'1',0.808511,0.099075,0.440791,'UP'
0.425335,'1',0.829787,0.099075,0.457602,'UP'
0.425335,'1',0.851064,0.084935,0.442279,'UP'
0.425335,'1',0.87234,0.100276,0.407914,'UP'
0.425335,'1',0.893617,0.100276,0.433948,'UP'
0.425335,'1',0.914894,0.093821,0.443023,'UP'
0.425335,'1',0.93617,0.085115,0.455222,'DOWN'
0.425335,'1',0.957447,0.085115,0.447486,'DOWN'
0.425335,'1',0.978723,0.084935,0.430675,'DOWN'
0.425335,'1',1,0.076018,0.399286,'DOWN'
0.425379,'2',0,0.084935,0.369384,'DOWN'
0.425379,'2',0.021277,0.076018,0.303332,'DOWN'
0.425379,'2',0.042553,0.072715,0.249926,'DOWN'
0.425379,'2',0.06383,0.071454,0.214519,'DOWN'
0.425379,'2',0.085106,0.071454,0.181047,'DOWN'
0.425379,'2',0.106383,0.071454,0.15784,'DOWN'
0.425379,'2',0.12766,0.071454,0.144154,'DOWN'
0.425379,'2',0.148936,0.071454,0.146236,'DOWN'
0.425379,'2',0.170213,0.068842,0.170039,'DOWN'
0.425379,'2',0.191489,0.076678,0.199048,'DOWN'
0.425379,'2',0.212766,0.077459,0.259298,'DOWN'
0.425379,'2',0.234043,0.068842,0.32044,'DOWN'
0.425379,'2',0.255319,0.076798,0.337102,'DOWN'
0.425379,'2',0.276596,0.062838,0.400625,'DOWN'
0.425379,'2',0.297872,0.081812,0.438411,'DOWN'
0.425379,'2',0.319149,0.092771,0.47947,'UP'
0.425379,'2',0.340426,0.114087,0.546712,'UP'
0.425379,'2',0.361702,0.102078,0.5723,'UP'
0.425379,'2',0.382979,0.098775,0.577655,'UP'
0.425379,'2',0.404255,0.095773,0.579292,'UP'
0.425379,'2',0.425532,0.092771,0.583904,'UP'
0.425379,'2',0.446809,0.101747,0.609938,'UP'
0.425379,'2',0.468085,0.10475,0.626897,'UP'
0.425379,'2',0.489362,0.11829,0.638352,'UP'
0.425379,'2',0.510638,0.119731,0.650997,'UP'
0.425379,'2',0.531915,0.117389,0.647278,'UP'
0.425379,'2',0.553191,0.119731,0.646385,'UP'
0.425379,'2',0.574468,0.11829,0.645195,'UP'
0.425379,'2',0.595745,0.119731,0.640732,'UP'
0.425379,'2',0.617021,0.117389,0.640286,'UP'
0.425379,'2',0.638298,0.119731,0.636418,'UP'
0.425379,'2',0.659574,0.102468,0.632252,'UP'
0.425379,'2',0.680851,0.10475,0.621541,'UP'
0.425379,'2',0.702128,0.101747,0.594615,'UP'
0.425379,'2',0.723404,0.108082,0.548051,'UP'
0.425379,'2',0.744681,0.101747,0.518744,'UP'
0.425379,'2',0.765957,0.101747,0.483785,'UP'
0.425379,'2',0.787234,0.096073,0.455222,'UP'
0.425379,'2',0.808511,0.095773,0.45537,'UP'
0.425379,'2',0.829787,0.098775,0.475454,'UP'
0.425379,'2',0.851064,0.095773,0.457304,'UP'
0.425379,'2',0.87234,0.095773,0.422196,'UP'
0.425379,'2',0.893617,0.101747,0.434395,'UP'
0.425379,'2',0.914894,0.095773,0.433056,'UP'
0.425379,'2',0.93617,0.086796,0.452544,'DOWN'
0.425379,'2',0.957447,0.089798,0.442577,'DOWN'
0.425379,'2',0.978723,0.080791,0.422345,'DOWN'
0.425379,'2',1,0.086796,0.395418,'DOWN'
0.425424,'3',0,0.07929,0.361648,'DOWN'
0.425424,'3',0.021277,0.068842,0.29753,'DOWN'
0.425424,'3',0.042553,0.068842,0.23981,'DOWN'
0.425424,'3',0.06383,0.072085,0.205891,'DOWN'
0.425424,'3',0.085106,0.068842,0.174502,'DOWN'
0.425424,'3',0.106383,0.068842,0.157245,'DOWN'
0.425424,'3',0.12766,0.073136,0.144302,'DOWN'
0.425424,'3',0.148936,0.073136,0.147129,'DOWN'
0.425424,'3',0.170213,0.074186,0.172568,'DOWN'
0.425424,'3',0.191489,0.075958,0.202321,'DOWN'
0.425424,'3',0.212766,0.07929,0.256918,'DOWN'
0.425424,'3',0.234043,0.077459,0.328771,'DOWN'
0.425424,'3',0.255319,0.081812,0.348706,'DOWN'
0.425424,'3',0.276596,0.091239,0.414609,'DOWN'
0.425424,'3',0.297872,0.091239,0.45909,'DOWN'
0.425424,'3',0.319149,0.094542,0.498661,'DOWN'
0.425424,'3',0.340426,0.107722,0.553853,'UP'
0.425424,'3',0.361702,0.097844,0.581821,'UP'
0.425424,'3',0.382979,0.104419,0.593127,'UP'
0.425424,'3',0.404255,0.104419,0.591788,'UP'
0.425424,'3',0.425532,0.110994,0.60235,'UP'
0.425424,'3',0.446809,0.110994,0.61931,'UP'
0.425424,'3',0.468085,0.117599,0.629426,'UP'
0.425424,'3',0.489362,0.122703,0.636864,'UP'
0.425424,'3',0.510638,0.168698,0.64936,'UP'
0.425424,'3',0.531915,0.168698,0.65903,'UP'
0.425424,'3',0.553191,0.168698,0.663493,'UP'
0.425424,'3',0.574468,0.152546,0.663642,'UP'
0.425424,'3',0.595745,0.150054,0.656204,'UP'
0.425424,'3',0.617021,0.235379,0.665724,'UP'
0.425424,'3',0.638298,0.32926,0.670336,'UP'
0.425424,'3',0.659574,0.254413,0.670634,'UP'
0.425424,'3',0.680851,0.228804,0.645939,'UP'
0.425424,'3',0.702128,0.194548,0.615739,'UP'
0.425424,'3',0.723404,0.149664,0.570961,'UP'
0.425424,'3',0.744681,0.126096,0.540613,'UP'
0.425424,'3',0.765957,0.114297,0.501636,'DOWN'
0.425424,'3',0.787234,0.117599,0.476793,'UP'
0.425424,'3',0.808511,0.117599,0.471437,'UP'
0.425424,'3',0.829787,0.122703,0.489586,'UP'
0.425424,'3',0.851064,0.110994,0.466379,'DOWN'
0.425424,'3',0.87234,0.101117,0.428295,'DOWN'
